,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих напитков наиболее популярен на Кубе?,Ром,Вино,Текила,Бренди
1,Как называется коричневая минеральная краска?,Умбра,Охра,Белила,Ультрамарин
2,Чья экспедиция на Южный полюс Земли впервые увенчалась успехом?,Норвежская,Английская,Русская,Американская
3,"Какой была фамилия грузинского князя, проживавшего в «Вороньей слободке» в романе «Золотой теленок»?",Гигиенишвили,Чистотелия,Санитаридзе,Умывадзе
4,После вступления какой страны в Евросоюз на банкнотах евро появились кириллические надписи?,Болгарии,Македонии,Сербии,Эстонии
5,К какому семейству относится толокнянка?,Вересковые,Синюховые,Клетровые,Бальзаминовые
6,Какой штат не имеет одноименного города в США?,Индиана,Канзас,Айова,Вайоминг
7,"Партию какого героя в опере Глинки ""Руслан и Людмила"" по традиции исполняет женщина?",Ратмир,Финн,Черномор,Фарлаф
8,В германо-скандинавской мифологии  деревом жизни является Иггдрасиль. Что это за дерево?,Ясень,Каштан,Платан,Дуб
9,Какой вулкан изображен на купюре в 10000 иранских риалов?,Демавенд,Карисимби,Нисирос,Набро
