,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой стране находится мост «Золотые Ворота»?,США,Италия,Канада,Бразилия
1,Какой цвет получается при смешении синего и красного?,Фиолетовый,Зелёный,Голубой,Коричневый
2,В каком месяце отмечается день Святого Валентина?,Февраль,Январь,Апрель,Март
3,В каком российском городе в 2012 г. открыли памятник Юрию Деточкину?,Самара,Курск,Вологда,Воронеж
4,Когда город Эдо (нынешний Токио) стал миллионником?,В XVIII веке,В XII веке,В XVI веке,В XIV веке
5,Когда состоялась битва под Aустерлицем?,1805,1808,1809,1803
6,"Какое из этих государств имеет столицу, которая называется Бельмопан?",Белиз,Антигуа и Барбуда,Гондурас,Барбадос
7,Какому народу принадлежало средневековое государство Си Ся на севере современного Китая?,Тангуты,Кидани,Хунну,Чжурчжэни
8,"Сколько пословиц, поговорок, прибауток включает «Сборник пословиц русского народа» В. Даля?",Около 36 000,Около 21 000,Около 15 000,Около 45 000
9,В каком зале Зимнего дворца в 1906 г. прошло торжественное открытие 1-й Государственной думы?,Георгиевский,Пикетный,Александровский,Большой
