,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называются специальные емкости для пыльцы, расположенные на задних лапках пчелы?",Корзиночки,Щеточки,Соты,Лукошечки
1,"Русский землепроходец, открывший в 1648 г. пролив между Азией и Америкой.",С.И. Дежнев,Н.М. Пржевальский,А. Никитин,В.В. Атласов
2,В каком фильме одним из действующих лиц был Чубакка?,«Звёздные войны»,«День независимости»,«Назад в будущее»,«Планета обезьян»
3,"Где проходили зимние Олимпийские игры, талисманом которых стали снежок и кубик льда?",Турин,Альбервиль,Калгари,Нагано
4,Как в хоккее называют игроков моложе 20 лет?,масочники,клюшники,конёчники,маечники
5,С какой должности начал свою службу в потешных войсках будущий император Петр I?,Солдат-барабанщик,Солдат-денщик,Солдат-вестовой,Солдат дозора
6,"Кто из этих лауреатов Нобелевской премии является одним из ""отцов"" лазера?",А. М. Прохоров,Л. Д. Ландау,А. Д. Сахаров,П. Л. Капица
7,Как называется самый большой по величине колокол на звоннице Ростовского Кремля?,Сысой,Полиелей,Баран,Лебедь
8,Кто из перечисленных людей является соавтором языка программирования Ада?,Такер Тефт,Джон Бэкус,Сеймур Пейперт,Уолтер Брайт
9,"Какое из этих животных имеет не одну, а пять пар половых хромосом?",Утконос,Акула-нянька,Аскарида,Дрозофила
