,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой области России находится город Балтийск?,В Калининградской,В Московской,В Самарской,В Свердловской
1,Какой рассказ есть у А. П. Чехова?,"""Хамелеон""","""Ящерица""","""Удав""","""Гадюка"""
2,Как в переводе с греческого называются спутники Марса?,Страх и ужас,Янтарь и жук,Радость и грусть,Тоска и печаль
3,Кто из этих древних греков создал жанр басни?,Эзоп,Софокл,Еврипид,Гомер
4,Сколько значений содержит шкала твердости минералов Мооса?,10,20,5,12
5,В каком городе расположен международный аэропорт Портела?,Лиссабон,Толедо,Ла-Корунья,Порту
6,"Какими строками заканчивается стихотворение Эльдара Рязанова, написанное им в 1986 году и названное общественностью ""прощальным"" в дни расставания с кинорежиссёром?",...кирпичные простые корпуса...,...принять несправедливость не могу...,...как худо умирает человек...,"...и горько, что не верю в чудеса..."
7,Какая программа Российского телевидения занесена в Книгу рекордов Гиннесса?,«Клуб путешественников»,«В мире животных»,«Очевидное-невероятное»,«Что? Где? Когда?»
8,Какое из перечисленных событий Первой мировой войны произошло в 1914 году?,Бег к морю,Верденская мясорубка,Ютландское сражение,Горлицкий прорыв
9,Изображение какого животного присутствует на флаге Хорватии?,Куница,Баран,Медведь,Барс
