,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется духовой музыкальный инструмент?,Корнет,Есаул,Поручик,Ротмистр
1,Какой из тигров обитает севернее других?,амурский,бенгальский,малайский,суматранский
2,Кого зоологи называют бегунком?,Птицу,Краба,Таракана,Ящерицу
3,Какой необычный транспорт появился на улицах Москвы в 1938 году?,Двухэтажный троллейбус,Мототакси,Двухсекционный автобус,Четырехштанговый трамвай
4,"Какой по счету стала станция ""Саларьево"" Московского метрополитена, открывшаяся в феврале 2016 г.?",200-й,225-й,250-й,175-й
5,Кто не был художественным руководителем Театра на Таганке?,В. Смехов,Ю. Любимов,А. Эфрос,Н. Губенко
6,В каком английском городе расположен Национальный музей футбола (National Football Museum)?,Манчестер,Лестер,Лондон,Ливерпуль
7,"Где, согласно легендам, жила древнегреческая богиня Кето?",В морской пучине,В царстве Аида,На горе Олимп,В центре мира
8,"Что такое ""малабарский муссон""?",Специфический региональный способ обработки кофейных зёрен,"Система кондиционирования зданий, расположенных в тропическом климате","Чай, выращенный на полуострове Индостан в Гималаях",Тип научно-исследовательского судна для изучения погоды
9,Кем была библейская Аван?,Женой Каина,Наложницей Валтасара,Вифлеемской жрицей,Первым демоном Эдема
