,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На какой реке пьянствовал Чижик-Пыжик?,Фонтанке,Мойке,Ижоре,Неве
1,В каком порядке располагаются цвета на российском флаге?,"Белый, синий, красный","Синий, белый, красный","Белый, красный, синий","Красный, белый, синий"
2,Какой герой романа Ильфа и Петрова умел мгновенно умножать в уме большие числа?,Корейко,Паниковский,Козлевич,Балаганов
3,В какой цвет окрашены линии зон на хоккейном поле?,Синий,Зелёный,Чёрный,Жёлтый
4,Какое великое государство прекратило свое существование в 1453 году?,Византийская империя,Империя Ацтеков,Империя Мин,Монгольская империя
5,В каком городе находится международный аэропорт Отопень?          ,Бухарест,Будапешт,София,Прага
6,Какой по счету женой Генриха VIII была Анна Болейн?,Второй,Четвертой,Третьей,Пятой
7,Как в системе СИ называется единица магнитной индукции?,Тесла,Максвелл,Генри,Вебер
8,К какому типу относят изображение Богоматери с прижимающимся к ней младенцем Иисусом Христом?,Елеуса,Одигитрия,Агиосоритисса,Оранта
9,Кто сказал: «Кино — это театр для бедных!»?,Анна Ахматова,Белла Ахмадулина,Марина Цветаева,Фаина Раневская
