,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что такое Rambler?,Поисковая система,Название пылесоса,Название телефона,Марка машины
1,"Что невозможно сделать с ремонтом, по мнению Михаила Жванецкого?",закончить,сделать хорошо,спланировать,оплатить
2,Какое слово зашифровано в ребусе: ’’@’?,Бак,Кабан,Сок,Собака
3,Кто из этих полководцев не был одноглазым?,Бернард Лоу Монтгомери,Даян Моше,Михаил Кутузов,Горацио Нельсон
4,В каком из этих мультфильмов волк говорит голосом А. Джигарханяна?,"""Жил-был пёс""","""Когда зажигаются ёлки""","""Волк и телёнок""","""Ну, погоди!"""
5,При каком французском короле случилась Варфоломеевская ночь?,Карл IX,Людовик XI,Генрих IV,Людовик XIII
6,Чему или кому посвящены строки А. Блока «Ты и во сне необычайна. Твоей одежды не коснусь»?,Руси,Мечте,Жене,Матери
7,"Для кого из этих актёров роль в фильме Михаила Ромма ""Убийство на улице Данте"" не стала первой ролью в кино?",Георгий Вицин,Валентин Гафт,Иннокентий Смоктуновский,Михаил Козаков
8,Какой вид цикламена является эндемиком Крыма?,Цикламен Кузнецова,Цикламен плющелистный,Цикламен мелкоцветковый,Цикламен колхидский
9,Для лечения чего применяется метод Понсети?,Косолапости,Заикания,Ожирения,Сомнамбулизма
