,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чего нет у самолёта?,ушей,крыльев,носа,хвоста
1,"Государство, омываемое водами Ботнического и Финского заливов Балтийского моря.",Финляндия,Швеция,Норвегия,Эстония
2,Какие из этих существ относят к внеклеточным формам жизни?,Вирусы,Археи,Грибы,Бактерии
3,"С каким местом связана самая знаменитая ""золотая лихорадка"" начала XX века?",Клондайк,Чукотка,Калифорния,Трансвааль
4,Какое из этих государств до 2011 года имело единственный в мире одноцветный флаг без каких-либо эмблем на нем?,Ливия,Алжир,Чад,Сомали
5,"Как звали коня, которого играл в  спектакле ""История лошади"" Евгений Алексеевич Лебедев?",Холстомер,Буцефал,Маренго,Росинант
6,Какое созвездие изображено на флаге штата Аляска?,Большая Медведица,Малая Медведица,Малый Конь,Большой Пёс
7,Какое звание в качестве специального используется по сей день в школе дорожной полиции кантона Цюрих?,Группенфюрер,Бригадефюрер,Штандартенфюрер,Штурмбанфюрер
8,Кто из советских полководцев дольше всех был начальником генерального штаба во время Великой Отечественной войны?,Александр Василевский,Георгий Жуков,Алексей Антонов,Борис Шапошников
9,Богом какого ветра был в греческой мифологии Зефир?,Западного,Юго-восточного,Южного,Восточного
