,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"По какому государству СНГ идет поезд, если пассажир видит в окне ""степь да степь кругом""?",Казаxстан,Армения,Белоруссия,Молдавия
1,Берега какой из этих стран не омывает Чёрное море?,Польша,Румыния,Россия,Украина
2,Кто носил головной убор под названием кивер?,гусар,ковбой,рыцарь,повар
3,Во время чего у человека чаще проявляется бруксизм?,Во сне,Физических нагрузок,Просмотра телевизора,Во время еды
4,Что гласила надпись над входом в академию Платона?,«Сюда войдет лишь геометр»,"«Учиться, учиться и учиться»",«Женщинам вход запрещен»,«Оставь надежду»
5,Что из этого является рыбным супом?,буйабес,жюльен,консоме,вишисауз
6,"Как называется цикл сказок Редьярда Киплинга, посвященный британской истории и мифологии?","""Пак с холмов""","""Сталки и К""","""Просто сказки""","""Книга джунглей"""
7,"Кто написал портрет «Екатерина II на прогулке в Царскосельском парке», у которого А. Пушкин позаимствовал внешность императрицы для романа «Капитанская дочка»?",Владимир Боровиковский,Алексей Антропов,Фёдор Рокотов,Дмитрий Левицкий
8,Какое из событий в истории средневековой Италии произошло раньше остальных трёх?,Данте начал «Божественную комедию»,Умер Петрарка,Была достроена Пизанская башня,Лоренцо Великолепный пришёл к власти
9,"В каком созвездии находится открытый в 2006 году астрономический объект SCP 06F6, природу которого учёные не могут определить до сих пор?",Волопас,Резец,Единорог,Андромеда
