,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как в советские времена назывался сорт конфет с освежающим эффектом?,«Холодок»,«Айсберг»,«Морозко»,«Заморозка»
1,Как «лучше припевать» согласно детской песенке?,Хором,Дуэтом,Квартетом,Соло
2,В каком часу после войны договорились встретиться герои к/ф Ивана Пырьева?,В шесть часов вечера,В пять часов утра,В три часа дня,В два часа ночи
3,"В честь кого, державшего в Одессе «открытый стол», было названо мясное блюдо, удобное в приготовлении и делении на порции?",А. Г. Строганова,Л. А. Нарышкина,И. И. Шувалова,Д. Е. Пожарской
4,"Как называется порода киргизской борзой, также называемой ""собака в штанах""?",Тайган,Азавак,Тазы,Салюки
5,"Кого сыграл Брюс Уиллис в фильме ""Криминальное чтиво""?",Боксёра,Адвоката,Полицейского,Киллера
6,За роль в каком фильме Барбара Стрейзанд получила «Оскар»?,«Смешная девчонка»,"«Хелло, Долли!»",«Знакомство с Факерами»,«В ясный день увидишь вечность»
7,"В какой нидерландской провинции расположен национальный парк Двингелдервелд, созданный для охраны самой большой влажной пустоши в Западной Европе?",Дренте,Южная Голландия,Флеволанд,Гронинген
8,О каком композиторе в середине 1850-х годов Михаил Глинка говорил своей сестре: «Со временем он будет второй Глинка»?,Милий Балакирев,Цезарь Кюи,Модест Мусоргский,Николай Римский-Корсаков
9,В каком городе Украины установлен памятник апельсину?,Одесса,Донецк,Киев,Харьков
