,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая фамилия была у одного из персонажей в фильме «Покровские ворота»?,Хоботов,Хвостов,Копытов,Рогов
1,"Кто из преподавателей в серии книг о Гарри Поттере не вёл предмет ""Защита от Тёмных искусств""?",Рубеус Хагрид,Римус Люпин,Златопуст Локонс,Северус Снегг
2,Какому учёному принадлежит изобретение системы координат в математике?,Рене Декарту,Готфриду Вильгельму Лейбницу,Леонарду Эйлеру,Исааку Ньютону
3,Какой кисломолочный напиток в СССР продавали в бутылках с крышечкой из алюминиевой фольги зеленого цвета?,Кефир,Простокваша,Йогурт,Ряженка
4,Какая из этих рек - самая короткая?,Днестр,Дон,Днепр,Дунай
5,Какой орган исследуют с помощью дуоденоскопа?,12-перстная кишка,Мочевой пузырь,Матка,Полые вены
6,"Джойс соотнес семь смертных грехов с европейскими нациями. Обжорcтво досталось англичанам, гордыня — французам, гневливость — испанцам... А какой грех он приписал всем славянам?",Праздность,Похоть,Уныние,Жадность
7,"Кто автор музыки культовой композиции ""Город золотой""?",В. Вавилов,Б. Гребенщиков,В. Галилей,Ф. да Милано
8,Мужская сборная какой страны после введения в биатлоне национального зачёта в 1986 году ни разу не попадала в нём в пятёрку лучших?,Швейцария,Словения,Швеция,Беларусь
9,"Какая историческая и географическая область Балкан в XX веке была поделена между Болгарией, Турцией и Грецией?",Фракия,Македония,Эпир,Анатолия
