,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое блюдо, согласно фильму, готовил Штирлиц в камине 23 февраля?",печёную картошку,шашлык,узбекский плов,утку по-пекински
1,"Как называется сказка В. Катаева, в которой героиня собирала землянику со словами: ""Одну ягодку беру, на другую смотрю, третью примечаю, а четвёртая мерещится""?","""Дудочка и кувшинчик""","""Живая шляпа""","""Маша и медведь""","""Аришка-трусишка"""
2,"Какой океан, выделенный в 2000 году Международной гидрографической организацией, окружает Антарктиду?",Южный,Северный Ледовитый,Тихий,Атлантический
3,Как называлось самое крупное воинское подразделение армии Древнего Рима?,Легион,Манипула,Когорта,Центурия
4,"Сколько коней К. Петров-Водкин изобразил на картине ""Купание красного коня""?",Три,Один,Четыре,Два
5,Кто убил Петра Столыпина?,Богров,Азеф,Засулич,Перовская
6,Когда в США отмечают день флага?,14 июня,11 ноября,12 февраля,4 июля
7,С какого дерева можно сорвать серебряный абрикос?,Гинкго,Манго,Лох,Давидсония
8,В гербе какого из российских городов не присутствует изображение медведя?,Томск,Сыктывкар,Норильск,Хабаровск
9,На каком из этих небесных тел располагается гора Маат?,Венера,Луна,Марс,Меркурий
