,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как с 1932 по 1990 год назывался город Нижний Новгород?,Горький,Сладкий,Кислый,Солёный
1,Какой американский президент был актером?,Рональд Рейган,Джимми Картер,Джон Кеннеди,Гарри Трумэн
2,"Кем был Привалов — герой повести Стругацких ""Понедельник начинается в субботу""?",Программистом,Танкистом,Иллюзионистом,Аферистом
3,Что из перечисленного не имеет резьбы?,Шайба,Болт,Шуруп,Гайка
4,На картине какого художника-импрессиониста изображены игроки в карты?,Поля Сезанна,Пабло Пикассо,Клода Моне,Анри Матисса
5,Как называется речитативное соло в опере?,Ариозо,Ария,Каватина,Ариетта
6,"Как назывался журнал, в редакции которого работал главный герой фильма «Курьер»?",«Вопросы познания»,«Техника — молодёжи»,«Международная жизнь»,«За рулём»
7,"Кто написал портрет «Екатерина II на прогулке в Царскосельском парке», у которого А. Пушкин позаимствовал внешность императрицы для романа «Капитанская дочка»?",Владимир Боровиковский,Алексей Антропов,Фёдор Рокотов,Дмитрий Левицкий
8,"Как называется теплоход, на котором в 1990-х годах были сняты некоторые выпуски телепередач «Утренняя почта», «Аншлаг» и несколько эстрадных клипов?",«Уникум»,«Максим Горький»,«Эльбрус»,«Победа»
9,Как называется грузинский салат из нарезанных соломкой огурцов и яблок?,Газапхули,Пастух,Броцеули,Мацони-огурцони
