,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какие особенности новорождённых, кроме пола ребёнка, принято сообщать счастливому отцу?",Рост и вес,Цвет глаз и волос,Цвет кожи,Размер руки и ноги
1,Назовите столицу Суринама.,Парамарибо,Ханой,Мадрас,Улан-Батор
2,В каком из этих олимпийских видов спорта команда состоит из пяти полевых игроков и вратаря?,Хоккей,Ватерполо,Футбол,Бейсбол
3,"Название какого блюда само говорит знатоку иностранных языков, что оно приготовлено из многих элементов?",компот,паэлья,винегрет,пицца
4,Где во время Московской Олимпиады соревновались яхтсмены?,Таллинн,Сочи,Ленинград,Рига
5,"Кто написал трагедию ""Антигона""?",Софокл,Еврипид,Эсхил,Гесиод
6,"Кто автор строк: ""Мы живём, под собою не чуя страны...""?",О. Мандельштам,Н. Заболоцкий,Н. Гумилёв,Б. Пастернак
7,Где обитает рыжий волк?,В США,На Дальнем Востоке,В Индокитае,В Патагонии
8,"Группа из двух островов какого архипелага носит название ""Кошки""?",Северная Земля,Соловецкие острова,Новосибирские острова,Новая Земля
9,"Какой неожиданный ответ, согласно легенде, получил профессор МГУ Ю. Юрьев от своей студентки на вопрос о том, как идёт реакция окисления этиленгликоля?",Сносно,Ядрёно,Мимишно,Супер
