,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая птица откладывает яйца в чужие гнезда?,Кукушка,Куропатка,Сойка,Трясогузка
1,Какой орган при воспалении обычно удаляют?,Аппендикс,Язык,Мозг,Селезёнка
2,При какой императрице произошло Пугачевское восстание?,Екатерина II,Елизавета Петровна,Анна Иоанновна,Екатерина I
3,В каком из своих фильмов сыграл Леонид Гайдай?,«12 стульев»,«За спичками»,«Деловые люди»,«Не может быть!»
4,От какого вокзала Санкт-Петербурга следуют электропоезда на Оредежское направление?,Витебского,Балтийского,Московского,Варшавского
5,"Кто был постоянным соперником Айртона Сенны на соревнованиях ""Формулы-1""?",Ален Прост,Деймон Хилл,Нельсон Пике,Михаэль Шумахер
6,Частью какого сооружения была Иерусалимская стена плача изначально?,Второго Храма,Стен Иерихона,Масады,Куббат ас-Сахра
7,Чего нет на гербе Колумбии?,Льва,Колпака,Корабля,Граната
8,"Какой плод на латыни называется ""армянской сливой""?",абрикос,персик,алыча,айва
9,На гербе какого из этих государств нет изображения кошачьих?,Барбадос,Австралия,Румыния,Мьянма
