,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется совокупность инвестиционных вложений юридического или физического лица?,Портфель,Ридикюль,Борсетка,Ранец
1,"Назовите имя киевской княгини, спалившей город древлян с помощью птиц?",Ольга,Забава,Ярослава,Рогнеда
2,Какое животное изображено на гербе Берна?,Медведь,Козел,Орел,Бык
3,Какая из этих опер написана не М. П. Мусоргским?,«Царская невеста»,«Сорочинская ярмарка»,«Борис Годунов»,«Хованщина»
4,На какой высоте располагается кольцо в баскетболе?,3 метра 05 сантиметров,2 метра 50 сантиметров,3 метра 50 сантиметров,3 метра 20 сантиметров
5,Какое прозвище было у хоккеиста Уэйна Гретцки в НХЛ?,Великий,Неподражаемый,Человек-гол,Всемогущий
6,Правителем какого государства был Луций Септимий Оденат?,Пальмирское царство,Иллирийское царство,Новый Карфаген,Галльская империя
7,Какой из этих городов - самый восточный?,Хабаровск,Биробиджан,Находка,Владивосток
8,Кто является первым обладателем награды «Золотой мяч»?,Стэнли Мэтьюз,Джордж Веа,Габриэль Ано,Диего Марадона
9,Что из этого остров (остальные - города)?,Санто-Стефано,Санта-Ана,Санта-Моника,Санта-Марта
