,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кого или что не отмоешь добела, если верить русской пословице?",Черного кобеля,Свои грязные дела,Моего дружка мила,Ржавые удила
1,К какому числу этимологически восходит термин «секунда»?,2,10,6,1
2,Колонией какой страны с 1802 года был остров Цейлон?,Великобритания,Португалия,Италия,Испания
3,"Кем была Лайка — первая собака, отправленная в космос?",дворнягой,шпицем,лайкой,таксой
4,Какой буквенный индекс был зарезервирован в 80-е годы за машинами милиции Москвы?,МКМ,МОМ,МОЛ,МОС
5,Какая из этих сборных по хоккею с шайбой становилась чемпионом мира реже трех остальных?,Финляндия,Чехия (Чехословакия),Швеция,Россия (СССР)
6,В каком рассказе Шерлок Холмс отпускает преступника на свободу?,«Дьяволова нога»,«Пёстрая лента»,«Сокровища Агры»,«Союз рыжих»
7,"Кто из этих персонажей романа ""Мастер и Маргарита"" не входит в свиту Воланда?",Бездомный,Азазелло,Фагот,Бегемот
8,На флаге какого государства присутствует только 2 разных цвета?,Тонга,Панама,Белиз,Лихтенштейн
9,Кто из этих президентов США был лауреатом Нобелевской премии мира?,Т. В. Вильсон,Д. Р. Форд,Р. М. Никсон,Ф. Д. Рузвельт
