,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется самая известная грузинская минеральная вода?,"""Боржоми""","""Митарби""","""Какотаури""","""Саирме"""
1,Какую форму обычно имели письма с фронта во время Великой Отечественной войны?,Треугольник,Ромб,Квадрат,Прямоугольник
2,"Как закончить русскую поговорку: «Дуракам закон не писан, если писан, то...»?",Не читан,Не приемлем,Не для нас,Не понят
3,Какому физику маятник помог наглядно продемонстрировать суточное вращение Земли?,Фуко,Ньютону,Авогадро,Паскалю
4,Какая монета называется анэпиграфной?,Имеющая только изображение без надписей,Поступившая в массовое производство,Выпускавшаяся в городах (крепостях) во время их осады,Обращавшаяся только в колониях
5,Станция с каким названием в Пражском метрополитене существует?,«Skalka»,«Polovnik»,«Skovoroda»,«Vilka»
6,На флаге какой страны изображены пять расходящихся веером лучей?,Республика Сейшельские острова,Республика Гватемала,Республика Маврикий,Доминиканская Республика
7,Какой стране принадлежат Шантарские острова?,Россия,Филиппины,Вьетнам,Индонезия
8,Какие из перечисленных американских штатов граничат друг с другом?,Виргиния и Западная Виргиния,Канзас и Арканзас,Нью-Йорк и Нью-Гэмпшир,Миссисипи и Миссури
9,"Какое из этих слов не является названием одного из зародышевых листков, из которых развиваются разные органы и ткани многоклеточных животных?",Эпидерма,Мезодерма,Эктодерма,Энтодерма
