,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих названий рек не является одновременно и названием автомобиля?,Колыма,Нива,Ока,Волга
1,"Какой американский президент подал в отставку после ""Уотергейтского скандала""?",Никсон,Форд,Буш,Картер
2,Главная героиня какого фильма смогла закончить юридический факультет Гарварда?,«Блондинка в законе»,«Ярмарка тщеславия»,«Стильная штучка»,«Секс в большом городе»
3,Кто отмечает профессиональный праздник в день зимнего солнцестояния?,энергетики,милиционеры,космонавты,пограничники
4,Где у человека находится решетчатая кость?,В черепе,В грудной клетке,В позвоночнике,В тазовом отделе
5,В каком году Гитлер стал рейхсканслером Германии?,1933,1929,1937,1930
6,"На флаге какого государства три полосы, но два цвета?",Латвия,Португалия,Польша,Ватикан
7,Какой штат в Австралии самый большой по площади?,Западная Австралия,Южная Австралия,Виктория,Квинсленд
8,На гербе какого областного центра РФ изображён улей?,Тамбов,Воронеж,Липецк,Тверь
9,Кому из этих героев удалось бежать после падения Трои?,Эней,Парис,Троил,Гектор
