,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто дал Страшиле мозги, а Железному Дровосеку сердце?",Гудвин,Донор,Профессор Доуэль,Всадник без головы
1,Какое изречение принадлежит Сократу?,"Я знаю, что ничего не знаю",Я — последняя буква в алфавите,"Я тебя породил, я тебя и убью",Я твой дом труба шатал
2,В какой город переехала столица России весной 1918 года?,в Москву,в Петроград,в Самару,в Харьков
3,Какая часть русского языка не относится к грамматике?,Пунктуация,Морфология,Словообразование,Синтаксис
4,Сколько звёзд на погоне старшего лейтенанта в современной Российской армии?,3,1,2,4
5,Каких клеток больше всего в составе человеческой крови?,Эритроциты,Лимфоциты,Тромбоциты,Лейкоциты
6,Какова скорость поезда TGVEurostar при прохождении тоннеля под Ла-Маншем?,160 км/час,250 км/час,120 км/час,300 км/час
7,Сколько автономных областей насчитывается в Испании?,17,13,15,20
8,Именем какой грузинской шахматистки при жизни была названа улица в Тбилиси?,Нона Гаприндашвили,Нана Александрия,Майя Чибурданидзе,Нана Иоселиани
9,"Что индейцы лакота, черноногие и чероки называют «единственным добром, которое принёс белый человек»?                 ",Конопля,Подорожник,Пшеница,Рожь
