,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В каком году были совершены террористические акты в Нью-Йорке, в результате которых были разрушены башни Всемирного торгового центра?",2001,1991,1945,2014
1,Какой цветок является официальным символом США?,Роза,Астра,Гвоздика,Ирис
2,Какая из этих спортивных ассоциаций не имеет отношения к боксу?,NBA,IBF,WBC,WBA
3,На каком чемпионате мира по футболу сборная Бразилии проиграла в плей-офф с самым крупным счетом (1:7)?,2014 (Бразилия),2010 (ЮАР),2006 (Германия),2002 (Япония-Ю.Корея)
4,Какой город стал «столицей Сибири» с 1590 года?,Тобольск,Томск,Тюмень,Иркутск
5,Кого историки считают первым императором Византии?,Константин Великий,Феодосий Великий,Юстиниан I,Лев I
6,Какое заболевание встречается только у аборигенов Новой Гвинеи?,Болезнь куру,Болезнь Лайма,Синдром Гайе-Верике,Синдром Гоше
7,"Какая надпись размещена на лицевой стороне Большой печати, часто называемой гербом США?",«Из многих единое»,«Наши начинания благословенны»,«Новый порядок эпохи»,«Разные люди объединяются»
8,В каком произведении Джека Лондона человек пострадал от когтей пантеры?,«Конец сказки»,«Однодневная стоянка»,«Тропой ложных солнц»,«Белое Безмолвие»
9,Как назывался обычай ритуального убийства бурого медведя у айнов?,Иёмантэ,Минтуци,Айну-кайсэй,Коропоккуру
