,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется один из разрешённых футбольных приёмов?,Подкат,Подброс,Подсечка,Подкоп
1,Между какими белыми клавишами рояля вы не найдёте черной клавиши?,ми и фа,до и ре,ре и ми,фа и соль
2,"Как создатели фильма ""Джентльмены удачи"" обозначили его жанр?",нелирическая комедия,криминальная комедия,лирическая комедия,комедия-буфф
3,Как называется запрещённый приём в футболе?,накладка,укладка,закладка,подкладка
4,Какое превращение является источником солнечной энергии?,Водорода в гелий,Азота в ксенон,Кислорода в озон,Углерода в серу
5,Как зовут жителей города Торжка?,Новоторы,Торжане,Торжилы,Торгаши
6,"Какой инвентарь используют на Олимпийских играх спортсмены, соревнующиеся в хаф-пайпе?",Сноуборд,Сани,Коньки,Лыжи
7,Какая из карточных мастей считается самой старшей при игре в бридж?,пики,бубны,червы,трефы
8,"От кого Нильс спас гуся, завоевав доверие диких гусей в сказке С.Лагерлёф?",От лисы,От змеи,От ястреба,От куницы
9,Какая из этих номинаций Оскара появилась раньше?,Лучший сценарий-адаптация,Лучший документальный полнометражный фильм,Лучший фильм на иностранном языке,Лучший грим
