,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какая кухонная утварь нужна, чтобы пассеровать лук?",сковорода,скалка,дуршлаг,чайник
1,"В честь какого крымского города назван парижский бульвар, где в 1922 году установили первый в Европе трёхцветный светофор?",Севастополя,Керчи,Феодосии,Ялты
2,Какого подвига не совершал Геракл?,убийство горгоны Медузы,похищение пояса Ипполиты,поимка керинейской лани,истребление стимфалийских птиц
3,Произведение какого писателя послужило основой для кинофильма «Мой ласковый и нежный зверь»?,Чехов,Куприн,Бунин,Тургенев
4,В каком городе Российской империи в 1892 году был пущен первый электрический трамвай?,Киев,Нижний Новгород,Москва,Екатеринослав
5,В каком стиле работал архитектор Растрелли?,Барокко,Рококо,Готика,Классицизм
6,"Кто сказал, что ""некрасивый самолёт не полетит""?",Туполев,Жуковский,Антонов,Можайский
7,Как изначально назывался первый советский цветной полнометражный фильм?,«Соловей-Соловушко»,«Ворон Воронович»,«Ласточка-касатка»,«Чайка серебристая»
8,Какое из этих божеств принадлежало к пантеону древних инков?,Колаш,Нуада,Ах-Пуч,Пайналь
9,На территории какого современного государства существовала Капская колония?,ЮАР,Марокко,Египет,Индия
