,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется рассказ А. П. Чехова, герой которого ""очень хорошо играл на скрипке, особенно русские песни""?","""Скрипка Ротшильда""","""Скрипка Рокфеллера""","""Скрипка Усманова""","""Скрипка Сороса"""
1,Какой овощ на огороде самый ранний?,Редис,Свекла,Морковь,Огурец
2,Какой раздел химии изучает пространственное строение молекул?,Стереохимия,Стехиометрия,Коллоидная химия,Аналитическая химия
3,Какая рыба не ловится нахлыстом?,стерлядь,форель,судак,жерех
4,"Что значила должность ""экзекутор"" в Российской Империи?","Чиновник, ведавший хозяйственными делами учреждения, наблюдавший за порядком в канцелярии, судебный исполнитель",Палач,Воспитатель,Учитель
5,"Смесь чего часто называют коктейлем ""Балалайка""?",Водки и коньяка,Пива и шампанского,Пива и коньяка,Водки и шампанского
6,Какой архипелаг является крупнейшим в мире по площади?,Большие Зондские острова,Японские острова,Британские острова,Канадский Арктический архипелаг
7,"Кто из перечисленных друзей Александра Пушкина за успешную учёбу был выпущен из Царскосельского лицея не в X, а в IX гражданском чине?",Вильгельм Кюхельбекер,Антон Дельвиг,Фёдор Матюшкин,Михаил Яковлев
8,"На какой планете расположен ударный кратер диаметром 643 км, названный в честь композитора Л. ван Бетховена?",Меркурий,Марс,Сатурн,Венера
9,Сборная какой страны чаще других выигрывала чемпионат мира по футболу среди юношеских команд (FIFA U-17 World Cup)?,Нигерии,Бразилии,Франции,Мексики
