,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая песня была популярна на отечественной эстраде в 1990-х годах?,«Жёлтые тюльпаны»,«Красные диваны»,«Серые туманы»,«Зелёные бананы»
1,Проблесковые маячки какого цвета не используются в России на служебных транспортных средствах?,Зелёный,Красный,Жёлтый,Синий
2,Какой из этих продуктов изготавливается не из молока?,Тофу,Тан,Пахта,Айран
3,Как была фамилия Лжедмитрия 1-го?,Отрепьев,Отребьев,Ошметьев,Охвостьев
4,"Кто сыграл роль Уильяма Уоллеса в фильме ""Храброе сердце""?",Мэл Гибсон,Рассел Кроу,Джерард Батлер,Брэд Питт
5,Сколько костей составляют скелет взрослого человека?,200-213,240-250,225-235,180-195
6,Какая марка виски является ирландской?,Bushmills,Hankey Bannister,Ballantine&#39;s,John Barr
7,Какой из этих видов мухоморов является съедобным?,Мухомор серо-розовый,Мухомор королевский,Мухомор пантерный,Мухомор порфировый
8,На известие о смерти какого поэта Джек Лондон написал в 1901 году статью-некролог «Эти кости встанут снова»?,Редьярд Киплинг,Альфред Теннисон,Томас Харди,Уильям Батлер Йейтс
9,Какое звание впервые в русской истории получил датский подданный Николай Бауман за умелое командование арьергардом в Конотопской битве (1659)?,Генерал-поручик,Генерал-майор,Генерал-фельдмаршал,Инженер-генерал
