,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называют более успешного по сравнению с другими ученика?,Продвинутый,Протянутый,Пропихнутый,Продавленный
1,Как автор произведений какого жанра наиболее прославился И. А. Крылов?,Басни,Былины,Притчи,Сказки
2,"Как звали героиню Людмилы Гурченко в фильме ""Карнавальная ночь""?",Елена,Татьяна,Светлана,Людмила
3,Какую профессию приобрел Карлик Нос вместе с ужасной внешностью?,Повара,Скорохода,Садовника,Шута
4,При какой температуре по шкале Фаренгейта замерзает вода?,32,17,25,48
5,Что такое число ПИ?,Длина окружности / диаметр,Площадь круга / диаметр,Площадь круга / радиус,Длина окружности / радиус
6,"На берегу какой реки богиня Нюйва лепила из жёлтой глины человечков, населивших эту землю?",Хуанхэ,Нил,Евфрат,Амазонка
7,Сколько всего стран удостаивались звания Чемпиона мира ФИФА?,8,12,6,10
8,"В каких горах находится пик, названный в честь Антуана де Сент-Экзюпери?",Анды,Пиренеи,Атласские горы,Гималаи
9,На гербе какого из перечисленных российских населённых пунктов отсутствует изображение конопли?,Усмань (Липецкая область),Сураж (Брянская область),Дмитровск (Орловская область),Епифань (Тульская область)
