,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется ансамбль из четырех музыкантов?,Квартет,Четверик,Квинтет,Септет
1,"Как называется наука, изучающая имена собственные?",Ономастика,Сфрагистика,Кличконимика,Гляциология
2,Какие слова при замене в них одной буквы станут названиями химических элементов?,"Бур, серп, брод","Коловорот, секатор, переправа","Сверло, коса, мост","Дрель, мачете, паром"
3,Кто из перечисленных купцов основал известную на всю Москву булочную?,Филиппов,Сытин,Путилов,Елисеев
4,"В каких горах находилось логово волка и волчицы, приютивших и вскормивших Маугли?",Сионийские,Гималайские,Синайские,Манчжурские
5,Кто из этих персонажей не из оперы Дж. Верди «Трубадур»?,Ренато,Манрико,Азучена,Граф ди Луна
6,Что из этого является возбудителем золотухи?,Туберкулезная палочка,Микобактерия лепры,Бледная трепонема,Вирус краснухи
7,"Какой московский мост в XX веке носил официальное название ""Мост имени 1905 года""?",Горбатый,Новоарбатский,Бородинский,Дорогомиловский
8,Гимном какого государства является композиция «Карл Великий»?,Андорра,Сан-Марино,Лихтенштейн,Люксембург
9,Какая разновидность организмов живёт у поверхностной плёнки воды на границе водной и воздушной сред?,нейстон,нектон,планктон,плейстон
