,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько копеек было в пятиалтынном?,15,35,25,10
1,Какую поэму написал Александр Блок?,«Двенадцать»,«Тринадцать»,«Одиннадцать»,«Тысяча девятсот семнадцать»
2,Какой композитор написал «Лунную сонату»?,Бетховен,Дебюсси,Шопен,Дворжак
3,Чем образована поверхность больших полушарий головного мозга?,Серым веществом,Белым веществом,Соединительной тканью,Эпителиальной тканью
4,Сколько раз был официально женат Сергей Есенин?,3 раза,1 раз,2 раза,4 раза
5,Какое растение можно увидеть на современном гербе Белоруссии?,Лён,Дуб,Василёк,Картофель
6,Какого произведения не было у У. Шекспира?,Ричард IV,Генрих V,Ричард II,Генрих IV
7,Какой город является столицей Ботсваны?,Габороне,Парамарибо,Манагуа,Гавана
8,"Как называлось кремневое ружье, заменившее ранее использовавшийся в армиях многих стран мушкет?",Фузея,Мушкетон,Кулеврина,Аркебуза
9,Кто из президентов США послужил прототипом для великого и ужасного Гудвина в романе Фрэнка Баума «Удивительный волшебник из страны Оз»?,Уильям Маккинли,Теодор Рузвельт,Гровер Кливленд,Франклин Рузвельт
