,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Из какого зернышка вырос чудесный цветок, внутри которого на зеленом стульчике появилась Дюймовочка?",Ячменного,Рисового,Пшеничного,Гречишного
1,"Какой дворянский титул носил П. Н. Врангель, один из руководителей Белого движения в России?",Барон,Князь,Лорд,Граф
2,"На каком гимнастическом снаряде выполняют фигуру ""Крест""?",Кольца,Бревно,Брусья,Турник
3,"В каком городе был подписан мирный договор, завершивший Первую мировую войну?",Версаль,Мюнхен,Париж,Вена
4,Какое из этих государств не является анклавом?,Лихтенштейн,Ватикан,Лесото,Сан-Марино
5,В какой дисциплине на Олимпиаде 2004 года российские спортсменки заняли весь пьедестал почёта?,Прыжки в длину,Тройной прыжок,Прыжки в высоту,Прыжки с шестом
6,Кого использует апитерапевт для лечения людей?,Пчёл,Пиявок,Пауков,Змей
7,Какой стиль плавания вошёл в олимпийскую программу позже остальных?,Баттерфляй,Брасс,Кроль,На спине
8,Какой русский адмирал и дипломат в 1855 году подписал первый договор о дружбе и торговле с Японией?,Путятин Евфимий Васильевич,Невельской Геннадий Иванович,Римский-Корсаков Воин Андреевич,Врангель Фердинанд Петрович
9,Как не называли платину?,Лучшее золото,Гнилое золото,Маленькое серебро,Белое золото
