,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто из актеров сыграл роль короля в фильме ""Обыкновенное чудо""?",Е. Леонов,Н. Михалков,А. Абдулов,С. Фарада
1,Какая характеристика рассчитывается по формуле: πR² (пи*R в квадрате)?,Площадь круга,Диаметр круга,Длина окружности,Объем шара
2,"Что всегда скрыто от взора посетителя храма Рёандзи, любующегося садом?",пятнадцатый камень,третья сосна,седьмое небо,пятый угол
3,"Сколько суффиксов в слове ""мечтательный""?",3,1,2,4
4,Какой тип химической связи образует кристаллы льда?,Молекулярная,Металлическая,Ионная,Ковалентная
5,Какая из этих птиц откладывает голубые яйца?,Дрозд,Дятел,Соловей,Воробей
6,Один из видов какого животного называют «мизгирь»?,Паука,Рыбу,Птицу,Грызуна
7,"Кто изображён на купюре достоинством 100000 долларов США, используемой только во внутренних расчётах Федеральной резервной системы?",Вудро Вильсон,Гровер Кливленд,Александр Гамильтон,Джеймс Мэдисон
8,В каком или каких регионах расположены все горные вершины-восьмитысячники?,В Центральной Азии,В Центральной Азии и Южной Америке,В Юго-Восточной Азии и Африке,В Северной Азии
9,Литературного перевода трудов какого античного поэта нет в коллекции М. В. Ломоносова?,Гомер,Сенека,Анакреон,Гораций
