,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Сколько раз можно пройти в метро, если у вас есть 100 рублей, а проезд стоит 17 рублей?",Пять,Четыре,Семь,Шесть
1,Начало какой температурной шкалы совпадает с абсолютным нулем?,Кельвина,Рёмера,Цельсия,Фаренгейта
2,"Какого цвета скатерть на картине ""Тайная вечеря"" Да Винчи?",Белая,Черная,Зеленая,Красная
3,В какой стране родился Витус Беринг?,Дания,Германия,Португалия,Швеция
4,Какой тренер привел сборную СССР по баскетболу к первому олимпийскому золоту?,Владимир Кондрашин,Яак Салуметс,Александр Гомельский,Владас Гарастас
5,"Как назывался легендарный миноносец, геройски погибший в неравном бою в 1904 году в ходе русско-японской войны?",Стерегущий,Решительный,Пересвет,Громобой
6,Как называлась столица древнего государства Великая Армения?,Армавир,Ахтамар,Эривань,Ани
7,"Где установлен мраморный крест на братской могиле погибшим русским и французским воинам с надписью: «3 сентября 1855. Их воодушевляла победа. И соединила смерть, — Такова слава храбрых, таков удел солдат»?",На Малаховом кургане,В Севастополе,У Инкермана,Под Балаклавой
8,Какой черепной нерв человека отвечает за слюновыделение?,Языкоглоточный,Тройничный,Подъязычный,Блоковый
9,Кому из диадохов после смерти Александра Македонского досталась в управление самая большая территория?,Селевк,Лисимах,Кассандр,Птолемей
