,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется статья 293 Уголовного кодекса РФ?,Халатность,Лень,Безделье,Невежество
1,Какой овощ завезли впервые в Россию из Европы при Петре I?,картофель,морковь,свёкла,брюква
2,Как называется разновидность шляпы?,пирожок,лодочка,расстегай,бингалька
3,Сколько пальцев на каждой из рук рисованных персонажей семейки Симпсонов?,4,3,5,6
4,Какое из перечисленных морей самое южное?,Северное,Норвежское,Карское,Баренцево
5,Какая единица измерения названа НЕ по фамилии учёного-физика?,люкс,вольт,ом,ватт
6,Кто в XII в Китае надевал на работе дымчатые очки?,Судьи,Художники,Врачи,Кузнецы
7,"Как называется пьеса из музыкального цикла П. И. Чайковского «Времена года», соответствующая январю?",«У камелька»,«Охота»,«На тройке»,«Святки»
8,Кому из экономистов принадлежит «Теория трёх факторов»?,Жан-Батист Сэй,Адам Смит,Давид Рикардо,Томас Мальтус
9,Кто был канцлером Австрии во время аншлюса государства нацистской Германией?,Курт Шушниг,Эрнст Штемберг,Энгельберт Дольфус,Людвиг Хальгерт
