,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как уже полвека называют обувь на толстой светлой подошве?,«На манной каше»,«На кофейной гуще»,«На одном крыле»,«На честном слове»
1,В какой игре НЕ нужна ракетка?,крокет ,теннис,бадминтон,сквош
2,Какой инвентарь используют в скелетоне?,сани,лыжи,коньки,автомобиль
3,Какая из этих меховых шапок имеет лисий хвост?,«Ермак»,«Север»,«Ушанка»,«Умка»
4,Какой город является административной столицей ЮАР?,Претория,Дурбан,Йоханнесбург,Кейптаун
5,Какой из этих фильмов снят не Эльдаром Рязановым?,«Тридцать три»,«Старые клячи»,«Дорогая Елена Сергеевна»,"«Привет, дуралеи!»"
6,В какой из этих поэм М. Лермонтова есть слова «И женщин он ласкать не мог!»?,«Каллы»,«Монго»,«Исповедь»,«Корсар»
7,"Какой грех, по мнению Наполеона, самый страшный?",Неблагодарность,Доброта,Воровство,Злоба
8,"Какая религия является единственной религией в Индии, среди апологетов которой не преобладают женщины?",Христианство,Индуизм,Ислам,Сикхизм
9,К какому геральдическому типу относится щит на гербе России?,Французский,Английский,Византийский,Немецкий
