,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как журналисты и болельщики называют гол, забитый команде соперника в конце футбольного тайма?",гол в раздевалку,гол в сад,гол в ресторан,гол в копилку
1,Кто из Иванов является Иваном Калитой?,Иван I,Иван III,Иван IV,Иван II
2,Какая рыба хищная?,Судак,Сазан,Плотва,Чехонь
3,"Назовите автора стихотворения ""Жди меня""",К. Симонов,М. Исаковский,А. Сурков,Ю. Друнина
4,Кто впервые произнес фразу: «Я умываю руки»?,Пилат,Калигула,Наполеон,Тиберий
5,"В какой стране в первой половине 17 века чеканились специальные триумфальные монеты с надписью «Все против нас, и мы против всех»?",Испания,Италия,Германия,Франция
6,"Какому автору принадлежит афоризм: «Никогда так не было, чтоб никак не было. Всегда так было, чтобы как-нибудь да было»?",Ярослав Гашек,Оскар Уайльд,Владимир Жириновский,Виктор Черномырдин
7,Какой период палеозойской эры был самым засушливым?,Пермь,Девон,Силур,Карбон
8,"Кто из перечисленных футболистов дважды выигрывал Лигу чемпионов УЕФА как в качестве игрока, так и в роли тренера того же клуба?",Мигель Муньос,Джованни Трапаттони,Йохан Круифф,Хосеп Гвардиола
9,Какая из аватар бога Вишну представляет собой чудовище с туловищем человека и головой льва?,Нарасимха,Парашурама,Курма,Калки
