,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как пианисты могут исполнять музыкальные произведения?,В 4 руки,В 20 пальцев,В 2 головы,В 40 ног
1,Поэт с какой фамилией в 1990 году получил Нобелевскую премию по литературе?,Пас,Аут,Офсайд,Гол
2,Какой остров был частично оккупирован Турцией в 1974 году?,Кипр,Крит,Сардиния,Мальта
3,Чем удивили на чемпионате мира 2010-го года белорусские баскетболистки?,играли в платьях,портретом президента на майках,играли босиком,постриглись наголо
4,Какой фильм продюсировал Харви Бернард?,Омен,Глубокое синее море,Челюсти,Форрест Гамп
5,"Какое название, помимо цифрового индекса, имеет каждая версия операционной системы «Андроид»?",Вид десерта,Географическое название,Вид животного,Вид растения
6,"Какая поэтесса является автором этих строк: «Вот опять окно, где опять не спят. Может — пьют вино, может — так сидят...»?",Марина Цветаева,Мария Петровых,Нина Берберова,Анна Ахматова
7,Как в США называют день начала Великой депрессии 24 октября 1929 года?,"""чёрный четверг""","""чёрный вторник""","""чёрный понедельник""","""чёрная среда"""
8,В каком году был приведен в исполнение последний смертный приговор в России?,1996,1998,1994,1992
9,В каком городе России установлен первый в мире памятник банковской карте?,Екатеринбург,Нижний Новгород,Казань,Москва
