,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного - сорт яблок?,Штрейфлинг,Шейпинг,Спиннинг,Тримминг
1,Что в советские времена находилось на месте Храма Христа Спасителя?,Бассейн,Стадион,Кинотеатр,Музей
2,О каком историческом деятеле рассказывает фильм «Адмирал»?,Колчак,Врангель,Деникин,Юденич
3,"Сколько коней запряжено в колесницу, украшающую арку Главного штаба на Дворцовой площади Петербурга?",6,3,4,5
4,Художественным руководителем какого театра служит Геннадий Хазанов?,Театр эстрады,Театр «Эрмитаж»,Театр сатиры,Театр миниатюр
5,К какой категории относится российский танк Т-62?,Средний,Тяжёлый,Лёгкий плавающий,Основной боевой
6,Какой политический режим был в государстве Речь Посполитая?,Шляхетская демократия,Шляхетский сейм ,Шляхетская олигархия,Шляхетская монархия
7,"Какое блюдо традиционно готовят в Шотландии 25 января, во время празднования дня рождения великого поэта Роберта Бернса?",Хаггис,Йох,Баарш,Няня
8,Какой из островов не относится к Курильской гряде?,Монерон,Экарма,Кетой,Расшуа
9,"Как называется диалект, признанный официальным языком в Китайской Народной Республике?",Путунхуа,Цюйфу,Лоуди,Чэндэ
