,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое хлебобулочное изделие ушло и от бабушки, и от дедушки?",Колобок,Рогалик,Расстегай,Бублик
1,Какая песня была написана специально к закрытию московской Олимпиады?,"""До свидания, Москва!""","""До свидания, москвичи!""","""До свидания, города и хаты...""","""До свидания, лето!"""
2,Какую дистанцию конькобежцы НЕ бегут на Олимпийских играх?,2000 метров,3000 метров,5000 метров,10000 метров
3,Скольким градусам по шкале Цельсия соответствует температура 86 °F?,30 °C,40 °C,50 °C,36 °C
4,Что означала серьга в левом ухе казака?,Единственный сын у матери,Последний в роду,Храбрец,Просто украшение
5,"Какой словарь не упоминается к книге Э. Успенского ""Дядя Фёдор, пёс и кот""?",«Птичье-человечий»,«Корово-пастухачий»,«Русско-кошачий» ,«Охотничье-собачий» 
6,"Как называется расположенный в Мексике перешеек, который условно считается северной границей Центральной Америки?",Теуантепек,Орисаба,Сьерра-Мадре,Тахумулько
7,Официальным девизом какого штата США являются слова «Перекрёсток Америки»?,Индиана,Гавайи,Монтана,Канзас
8,Численность населения какой из этих стран больше?,Йемен,Австралия,КНДР,Шри-Ланка
9,"В честь какого божества была названа ""новая"" порода кошек, представленная в 2007 году и оказавшаяся впоследствии давно известной породой саванна?",Ашера,Бастет,Иштар,Амурру
