,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько звезд на флаге США?,50,51,54,49
1,Кто из этих художников не является живописцем?,Визажист,Анималист,Маринист,Пейзажист
2,"Что, согласно греческой мифологии, произойдет с человеком, посмотревшем в глаза Медузы?",Превратится в камень,Превратится в свинью,Будет смеяться без остановки,Влюбится
3,Какой спортивный термин в хоккее соответствует футбольному пенальти?,Буллит,Спурт,Дриблинг,Айсинг
4,Какого цвета орденская лента Орден Святого апостола Андрея Первозванного - высшей государственной награды РФ?,Голубая,Оранжево-синяя,Черно-оранжевая,Бело-голубая
5,Кто первым получил Нобелевскую премию по литературе?,Поэт,Романист,Историк,Драматург
6,Кому в США присуждается Пулитцеровская премия?,Журналистам,Стоматологам,Бизнесменам,Экологам
7,Какая лыжница завоевала первую в истории советского спорта золотую медаль зимних Олимпийских игр?,Любовь Козырева,Мария Гусакова,Радья Ерошина,Алевтина Колчина
8,В каком виде спорта участника могут снять с соревнований из-за рассечения брови?,Бокс,Плавание,Фехтование,Лыжи
9,"Кто из известных женщин закончил свою биографию словами: «Спасибо, Господи, за мою хорошую жизнь и за всю ту любовь, которая была мне дарована»?",Агата Кристи,Коко Шанель,Эдит Пиаф,Мерлин Монро
