,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,При виде какой аббревиатуры сразу на ум приходит Интернет?,WWW,DDD,GGG,VVV
1,Какая из этих областей РФ имеет выход к морю?,Калининградская,Смоленская,Челябинская,Волгоградская
2,В каком году началась Первая мировая война?,В 1914 году,В 1917 году,В 1939 году,В 1941 году
3,На флаге какого из этих государств можно найти крест?,Швеция,Нидерланды,Франция,Австрия
4,Какую из этих опер создал П. И. Чайковский?,"""Черевички""","""Русалка""","""Проданная невеста""","""Майская ночь"""
5,"Кто автор произведения, которое легло в основу сюжета оперы Ж. Бизе «Кармен»?",П. Мериме,А. Доде,А. Мюссе,Э. Скриб
6,"Кого болельщики назвали ""отцом бразильского футбола""?",Миллер,Рамальо,Минелли,Андраде
7,Какой диалект является родным для большинства жителей Гонконга?,Кантонский (юэ),У,Путунхуа,Южноминьский
8,Какое из этих слов означает также и род деревьев?,Каркас,Балка,Арка,Остов
9,"Как в старину называлась плотная шерстяная или шелковая ткань, из которой шили дамскую обувь?",Прюнель,Драдедам,Баракан,Тармалама
