,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая физическая величина измеряется в ньютон-метрах?,Момент силы,Миг силы,Секунда силы,Мгновенье силы
1,"Флаг какого из этих государств имеет ту же цветовую гамму, что и флаг России?",Франция,Испания,Македония,Латвия
2,Какое из этих растений - каучуконос?,Гевея,Гинкго,Сикомор,Агава
3,Памятник какой букве установлен в городе Ульяновск в 2005 году?,Букве Ё,Букве Ж,Букве У,Букве Л
4,"В каком из наших фильмов о цирке директор цирка лично проверял новый номер ""Говорящая голова""?","""Укротительница тигров""","""Цирк""","""Цирк зажигает огни""","""Сегодня - новый аттракцион"""
5,Какая из современных рыб является крупнейшей?,Китовая акула,Гигантская акула,Калуга,Марлин
6,На флаге какого из этих государств присутствует красный цвет?,Белиз,Габон,Ботсвана,Мавритания
7,В какой из этих стран вы будете расплачиваться не рупиями?,Бангладеш,Пакистан,Шри-Ланка,Непал
8,"Как звали дракона, являвшегося воплощением хаоса в шумеро-вавилонской мифологии?",Тиамат,Мардук,Смаук,Навуходоносор
9,Какой остров не входит в Маскаренский архипелаг?,Южный Пагай,Родригес,Маврикий,Реюньон
