,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что является ответом в загадке: «Одной ручкой всех встречает, а другой провожает»?",Дверь,Ножницы,Писец,Турникет
1,"Как расшифровывается аббревиатура названия крупного белорусского предприятия - производителя грузовых автомобилей и автобусов ""МАЗ""?","""Минский автомобильный завод""","""Могилевский автомобильный завод""","""Молодечненский автомобильный завод""","""Мозырьский автомобильный завод"""
2,В каком веке были впервые проведены олимпийские игры?,VIII до н. э.,XX н. э.,XIX н. э.,IV до н. э.
3,Кто из этих нобелевских лауреатов начал свое литературное творчество рассказом «Один день Ивана Денисовича»?,А. Солженицын,И. Бунин,М. Шолохов,И. Бродский
4,Какое животное первым облетело Луну?,Черепаха,Обезъяна,Крыса,Собака
5,Сколько всего было англо-бурских войн?,2,1,4,3
6,Какая из рек Японии самая длинная?,Синано,Оирасэ,Могами,Кисо
7,"От каких двух греческих слов образовано название костюма ""скафандр""?",Лодка и человек,Храм и человек,Сосуд и человек,Шар и человек
8,Футболки сборной по футболу какой страны традиционно украшены диагональной полосой?,Перу,Гана,Исландия,Австралия
9,"Какое из высказываний, характеризующих герб штата Нью-Йорк, неверно?",Белоголовый орлан смотрит в сторону Справедливости,Белоголовый орлан сидит на земном шаре,Фигура Свободы держит шест с колпаком,Фигура Свободы попирает ногой корону
