,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Где находится Волшебная страна из произведений А. Волкова?,В Северной Америке,В Антарктиде,В Африке,В космосе
1,Какого из перечисленных животных не существует в природе?,Снежный медведь,Снежный баран,Снежная коза,Снежный барс
2,"Какой сказочный персонаж стал символом конкурса песни ""Евровидение-2009"", проходившего в Москве?",Жар-птица,Баба-Яга,Иван-царевич,Змей Горыныч
3,"Какое название получило явление, при котором под воздействием низких температур изделия из олова трескаются и превращаются в порошок?",Оловянная чума,Оловянное расслоение,Оловянная декристаллизация,Оловянный распад
4,Какое из этих государств не является анклавом?,Лихтенштейн,Ватикан,Лесото,Сан-Марино
5,"Кто из этих гитаристов является амбидекстром, то есть человеком, одинаково хорошо владеющим как левой, так и правой рукой?",Майкл Анжело Батио,Джо Сатриани,Стив Вай,Брайан Мэй
6,Какой богине был посвящен Парфенон?,Афина,Афродита,Артемида,Селена
7,"За роль в каком фильме испанский актёр Хавьер Бардем получил премию ""Оскар""?","""Старикам тут не место""","""Вики Кристина Барселона""","""Пока не наступит ночь""","""Бьютифул"""
8,"Чему или кому посвящена серия коллекционных монет, выпущенная российской компанией ""Арктикуголь"" на островах Шпицберген в 2001–2005 годах?",Трагическим событиям в истории человечества,Российским исследователям Арктики,Животному миру Российского Севера,Островам Северной Атлантики
9,"На какой факультет Хогвартса направляла Распределяющая шляпа учеников, отличающихся высоким интеллектом, в серии романов Дж. К. Роулинг о Гарри Поттере?",Когтевран,Пуффендуй,Гриффиндор,Слизерин
