,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется пьеса Шекспира?,«Комедия ошибок»,«Сага описок»,«Поэма погрешностей»,«Трагедия опечаток»
1,"Какая певица пела «До свиданья, Москва...» на закрытии Олимпиады-80 в дуэте со Львом Лещенко?",Татьяна Анциферова,Татьяна Буланова,Татьяна Маркова,Татьяна Овсиенко
2,От какого объекта Исландию отделяют всего 300 км?,Гренландия,Фарерские острова,Северный полюс,Линия Северного Полярного круга
3,"Какое из этих несклоняемых слов может быть как среднего, так и мужского рода?",Бренди,Ралли,Шасси,Регби
4,Кто из этих божеств был составляющей частью древнеиндусской «Тримурти»?,Брахма,Сита,Индра,Кали
5,Какой художник не входил в коллектив под псевдонимом «Кукрыниксы»?,Ефимов,Куприянов,Крылов,Соколов
6,Кто не участвовал в Столетней войне на стороне Франции?,Фландрия,Шотландия,Богемия,Арагон
7,Какова масса ядра в соревнованиях женщин?,4 кг,"3,5 кг","5,5 кг",5 кг
8,Какое из этих слов является латинским названием грыжи?,Hernia,Ulcus,Morbilli,Tumor
9,"На ноге какого хорватского футболиста есть татуировка — оленёнок, играющий в футбол?",Дарио Срна,Марио Манджукич,Лука Модрич,Иван Ракитич
