,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что делает краска на одном из элементов дизайна купюры в 5000 рублей при ее повороте?,Меняет цвет,Становится прозрачной,Появляется на обороте,Отваливается
1,Какая из этих фигур при одинаковом объеме имеет меньшую площадь?,Шар,Икосаэдр,Пирамида,Куб
2,В производстве какого напитка используется можжевельник?,джин,вермут,ром,шнапс
3,Город с каким названием есть в Европе?,Коньяк,Джин,Виски,Ром
4,В произведении какого великого фантаста встречаются загадочные сепульки?,С. Лем,К. Саймак,А. Азимов,Р. Бредбери
5,"По какой причине Наполеон Бонапарт, подав прошение о приеме на службу в русскую армию в 1788 году, отказался от приглашения?",Иностранцев принимали с понижением на один чин,Иностранцам запрещалось жениться,Иностранцев принимали с пониженным жалованьем,Иностранцев принимали только в пехотные войска
6,В каком французском городе проходил чемпионат мира 2000 года по фигурному катанию?,Ницца,Руан,Марсель,Париж
7,Кем являлся Гоголь по темпераменту?,меланхолик,сангвиник,флегматик,холерик
8,Кто впервые произвел удачную пересадку человеческого сердца?,К.Барнард,В.Шумаков,А.Каррель,В.Демихов
9,Из полос каких цветов состоит Панафриканский флаг?,"Красная, чёрная, зелёная","Жёлтая, красная, чёрная","Зелёная, жёлтая, чёрная","Зелёная, жёлтая, красная"
