,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой стране национальной валютой являлись песеты?,Испания,Англия,Италия,США
1,"Как зовут ведьму, мать кузнеца Вакулы, в произведении Гоголя «Ночь перед Рождеством»?",Солоха,Любава,Марфа,Одарка
2,Кто писал музыку для мультфильма «Король Лев»?,Элтон Джон,Эндрю Ллойд Уэббер,Леонард Бернстайн,Пол Маккартни
3,В какой город приезжают на каникулы подруги Кристина и Вики в фильме Вуди Аллена?,Барселона,Мадрид,Марсель,Флоренция
4,Какое дерево изображено на флаге Ливана?,Кедр,Клен,Лиственница,Ель
5,Продолжите фразу из нобелевской лекции поэта Иосифа Бродского: «В настоящей трагедии гибнет не герой — гибнет...»,Хор,Человечность,Любовь,Весь мир
6,Где в России есть поселок с названием «Максим Горький»?,Чувашская республика,Калининградская область,Пермский край,Алтайский край
7,В каком европейском государстве того времени был в начале 18-го в. изобретен твердый фарфор?,Саксония,Лотарингия,Тюрингия,Франция
8,Источником какого металла является минерал киноварь?,Ртути,Вольфрама,Железа,Меди
9,Какое из этих веществ не является ароматическим?,Бутадиен,Бензол,Нафталин,Индол
