,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,По чему гадают хироманты?,По руке,По зеркальному отражению,На картах,По кофейной гуще
1,На каком инструменте играл Джордж Харрисон в группе The Beatles?,Соло-гитара,Саксофон,Клавишные,Ударные
2,В каком году принята Конституция Российской Федерации?,1993 ,1991,1998,1996
3,"Где был в 1866 впервые опубликован роман ""Преступление и наказание""?",Русский вестник,Губернские вести,Губернский вестник,Русские вести
4,Какое государственное образование прекратило свое существование в 1453 году?,Византия,Ирландия,Болгарское царство,Арабский Халифат
5,Как назывался первый атомный ледокол СССР?,Ленин,Сталин,Киров,Свердлов
6,"Кто, согласно легенде, явился невольным виновником смерти великого греческого трагика Эсхила?",черепаха,змея,бык,лошадь
7,Предками какого современного народа являются народы союза племен Урарту?,Армяне,Курды,Персы,Сирийцы
8,Какой из перечисленных по «Табели о рангах» придворный чин выше?,Гофмаршал,Камергер,Камер-юнкер,Кондитер
9,"В каком зарубежном городе снимался один из эпизодов фильма Андрея Тарковского ""Солярис""?",Токио,Берлин,Хельсинки,Варшава
