,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На что надевают брекеты?,на зубы,на уши,на волосы,на пальцы
1,Как звали великого казахского писателя Абая Кунанбаева?,Ибрагим,Гани,Магжан,Ислам
2,"Как называется официальная должность Шнобелевского комитета, обладатель которой должен собирать бумажные самолётики в зале после церемонии награждения?",Хранитель метлы,Телохранитель швабры,Вениковый гранд-мастер,Сверхсветовой истребитель
3,"Какой футбольный термин означает три мяча, забитых в матче одним игроком?",Хет-трик,Дриблинг,Корнер,Хавбек
4,"Какую московскую футбольную команду называли в советское время ""пятым колесом в телеге""?","""Локомотив""","""Динамо""","""Спартак""","""Торпедо"""
5,Какого значения нет у слова «диван»?,Фигура высшего пилотажа,Предмет мебели,Государственное учреждение в странах Востока,Поэтический сборник
6,Какое из этих животных не относится к сумчатым?,Панголин,Опоссум,Бандикут,Тасманский дьявол
7,"В каком виде стрелкового спорта сборная России завоевала ""серебро"" на V Олимпиаде в Стокгольме в 1912 году?",Стрельба из дуэльного пистолета,"Стрельба по ""бегущему оленю""",Стрельба из армейской винтовки,Стрельба по подбрасываемым голубям
8,"Какой советский конструктор разработал пистолет-пулемёт, получивший в армии прозвище ""Пожиратель патронов""?",Г. С. Шпагин,С. А. Коровин,В. А. Дегтярёв,А. И. Судаев
9,В каком городе княжил легендарный Синеус?,Белоозеро,Торжок,Ладога,Изборск
