,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что Верещагин, герой фильма ""Белое солнце пустыни"", просил у жены вместо надоевшей черной икры?",Хлеб,Борщ,Пшенную кашу,Красную икру
1,"Как звали поэта, поклонника Мальвины, из сказки «Золотой ключик, или Приключения Буратино» А. Толстого?",Пьеро,Артемон,Папа Карло,Дуремар
2,Каким был знаменитый хлестаковский грех?,Хвастовство,Лень,Обжорство,Жадность
3,"Какое из этих прозвищ не относится к Владимиру I Святославичу Рюриковичу, правителю Киевской Руси?",Мудрый,Креститель,Великий,Красное Солнышко
4,Что Сальвадор Дали изобразил вязким и текучим на картине «Постоянство памяти»?,часы,трусы,баксы,усы
5,Кто стал первым чемпионом в современной истории Олимпийских игр?,Джеймс Конноли,Спиридон Луис,Карл Шуман,Томас Кёртис
6,"Кто автор повести ""Оттепель""(1954), давшей название целой эпохе советской истории?",Илья Эренбург,Константин Симонов,Александр Твардовский,Борис Слуцкий
7,"Как в «Тамани» М. Ю. Лермонтова Печорин ни разу не называл в своих записках девушку-контрабандистку, которая едва не утопила его?",Моя сирена,Моя русалка,Моя ундина,Моя певунья
8,"Кто является единственным в мире судьёй, удалившим в официальном матче с футбольного поля знаменитого Льва Яшина?",Николай Латышев,Фердинанд Маршалл,Артуро Ямасаки,Тофик Бахрамов
9,"Какое стихотворение Сергея Есенина, по воспоминаниям Льва Повицкого, написано под влиянием восклицания 16-летней девочки: «А вы лысеете!»?",«По-осеннему кычет сова»,«Сыплет черемуха снегом»,«Клен ты мой опавший»,"«Листья падают, листья падают»"
