,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется артиллерийское подразделение?,батарея,труба,штуцер,вентиль
1,На какое время можно наложить кровоостанавливающий жгут?,1.5 часа,3 - 4 часа,не ограничено,5 часов
2,Какой персонаж мультфильма стал талисманом сборной России на Олимпиаде-2004?,Чебурашка,Лев Чандр,Крокодил Гена,Старуха Шапокляк
3,"Какой металл являлся символом Луны, а алхимики считали его священным?",серебро,золото,олово,железо
4,"Какие оздоровительные процедуры называются так же, как город в Бельгии?",спа,массаж,фитнес,моцион
5,Как называлось исследовательское судно Жака Ива Кусто?,«Калипсо»,«Каллисто»,«Клио»,«Наяда»
6,"«Надев широкий боливар, Онегин едет на бульвар». А что такое боливар?",Шляпа,Плащ,Пояс,Камзол
7,"Слово ""календарь"" произошло от латинского caleo, что в переводе на русский язык означает…",Провозглашать,Умножать,Цветок,Считать
8,Кто из этих профессионалов лучше разбирается в спиртных напитках?,Кавист,Титестер,Постижер,Дергаль
9,"Какой художник выполнил большинство из 332 портретов русских генералов Отечественной войны 1812 года, находящихся в Военной галерее Зимнего дворца?",Джордж Доу,Василий Верещагин,Франц Рубо,Петер Гесс
