,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,С каким природным катаклизмом столкнулся ёжик из мультфильма?,Туман,Буран,Дождь,Смерч
1,Как называется лекарственное растение из семейства крестоцветных?,Пастушья сумка,Министерский портфель,Школьный ранец,Ядерный чемоданчик
2,Какая река НЕ впадает в Волгу?,Дон,Кама,Ока,Сура
3,Какой российский город является административным центром Сибирского федерального округа?,Новосибирск,Красноярск,Омск,Барнаул
4,"Где два Стивена, Джобс и Возняк, собрали свой первый полноценный персональный компьютер?",в гараже,в сауне,на кухне,на чердаке
5,Сколько карликовых планет в Солнечной системе?,5,7,11,9
6,"Какая планета Солнечной системы относится к классу ""железных"" планет?",Меркурий,Марс,Нептун,Венера
7,Чего не было в пассажирском самолёте «Илья Муромец»?,Холодильника,Электрического освещения салона,Туалета,Кроватей
8,"Как сейчас называется московский парк, который в советский период носил название ""Парк ЦДСА""?","""Екатерининский""","""Николаевский""","""Алексеевский""","""Петровский"""
9,Кто был создателем «Общества содействия успехам опытных наук и их практических применений»?,Христофор Леденцов,Лазарь Бродский,Павел Гукасов,Николай Путилов
