,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из этих стран во время второй мировой войны была союзником гитлеровской Германии?,Финляндия,Великобритания,Люксембург,Норвегия
1,Какая машина трудится при укладке асфальта?,Каток,Экскаватор,Грейдер,Бульдозер
2,Как с древнегреческого языка переводится имя Евгения?,Благородная,Воинственная,Плодородная,Почитаемая
3,"Кому Пол Маккартни посвятил песню ""Hey Jude""?",Джулиан Леннон,Синтия Пауэлл,Линда Истмен,Патти Бойд
4,Кто был главным менеджером группы «The Beatles»?,Брайан Эпстайн,Эрик Клэптон,Эд Салливан,Джо Браун
5,Как заканчивается изречение из китайского канонического сборника «Слова Ванталы»: «Не пугай сильного — ...»?,Вдруг это удастся тебе?,Ты столько не выпьешь,Будь сильнее,Он не ворона
6,Сколько хромосом у комара?,6,10,18,14
7,Как называется российский зенитный ракетный комплекс С-500?,«Прометей»,«Олимп»,«Плутон»,«Посейдон»
8,"Кто из перечисленных композиторов является автором ""Лондонских симфоний""?",Гайдн,Чайковский,Пёрселл,Моцарт
9,Что не входит в комплекс симптомов при маниакально-депрессивном психозе (триада Протопопова)?,нервный тик,расширенные зрачки,запоры,тахикардия
