,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую республику упразднили в СССР в 1924 году?,Хорезмскую,ШКИД,Монгольскую,Уральскую
1,Как называется один из крупнейших стадионов мира в Северной Корее?,Стадион Первого мая,Стадион Первого января,Стадион Первого октября,Стадион Первого апреля
2,Какого приятеля не было у Незнайки в Цветочном городе?,художника Карандаша,музыканта Гусли,учёного Знайки,доктора Пилюлькина
3,"Кто впервые поздравил граждан России с Новым годом, находясь у стен кремля?",Владимир Путин,Леонид Брежнев,Михаил Горбачёв,Борис Ельцин
4,"Под каким именем известен в Европе среднеазиатский ученый, философ и врач Ибн Сина?",Авиценна,Аристипп,Сенека,Гиппократ
5,Какая сказка Андерсена начинается словами «Хорошо было за городом!»?,«Гадкий утенок»,«Соловей»,«Свинопас»,«Снежная королева»
6,В каком польском городе проводился традиционный фестиваль советской песни?,Зелёна-Гура,Лодзь,Ополе,Сопот
7,Как называется старый мост в Ульяновске?,Императорский,Царский,Дворянский,Президентский
8,В Шотландии День дурака отмечают два дня подряд - 1 и 2 апреля. Как называется второй день?,День хвоста,День пятки,День спины,День носа
9,"Как назывался четырехмачтовый барк ""Крузенштерн"" до его передачи СССР после второй мировой войны?",Падуя,Барселона,Гамбург,Марсель
