,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какого падежа не существует в современном русском языке?,Звательного,Родительного,Предложного,Винительного
1,Берега какой из этих стран не омывает Чёрное море?,Польша,Румыния,Россия,Украина
2,"Какая буква латиницы дала английское название одежде, которую мы называем футболкой?",T,M,Z,H
3,Как звали печально знаменитого батьку Махно?,Нестор Иванович,Нестор Степанович,Нестор Петрович,Нестор Тарасович
4,Как англичане называют узор ткани в елочку?,Скелет селёдки,Нормандский узор,Цветущие метелки,Железная дорога
5,Название какой из этих монет не имеет отношения к их изначальному весу (в серебре или золоте)?,Динар,Фунт стерлингов,Лира,Шекель
6,"Какое назначение было у денег, затраченных царским правительством на князя Багратиона?",выкуп из плена,калым за невесту,обучение за границей,покупка имения
7,На территории какого штата США родился «Король поп-музыки» Майкл Джексон?,Индиана,Алабама,Висконсин,Луизиана
8,Кто был руководителем Южного общества декабристов?,П. И. Пестель,А. А. Бестужев,С. П. Трубецкой,Н. М. Муравьёв
9,В каком году в СССР состоялась первая прямая телевизионная трансляция футбольного матча?,В 1949,В 1946,В 1941,В 1950
