,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих фразеологизмов не синонимичен выражению «кишка тонка»?,Кишка кишке кукиш кажет,Не по зубам,Пупок развяжется,Руки коротки
1,Матери какой королевы в 2000 г. исполнилось 100 лет?,Английской,Шведской,Датской,Голландской
2,"Откуда появилось выражение ""И ежу понятно""?",Стихотворение Маяковского,Наблюдение зоологов,Народная мудрость,Перевод английской пословицы
3,"Какого обвинения в свой адрес не выносил Марти Макфлай, герой фильма «Назад в будущее»?",В трусости,В предательстве,В невежестве,В пьянстве
4,К какой группе металлов относится медь?,Тяжелые,Тугоплавкие,Благородные,Легкие
5,Какая из этих патологий относится к ятрогенным заболеваниям?,Постинъекционный абсцесс,Солнечный ожог,Фурункулез,Поликистоз почек
6,В каком из этих фильмов не снимался Павел Луспекаев?,"""Дело пестрых""","""Белое солнце пустыни""","""Республика ШКИД""","""Тайна двух океанов"""
7,В какой области расположен город Мглин?,Брянская,Калужская,Воронежская,Московская
8,В каком веке появилось религиозно-мистическое течение каббала?,XII,XVI,VIII,II
9,В армии какого из перечисленных южноамериканских государств в настоящее время отсутствуют гусарские полки?,Эквадор,Чили,Аргентина,Перу
