,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой новый телефонный код, помимо 495, ввели недавно в Москве?",499,497,496,498
1,Какая из этих планет меньше по размеру?,Марс,Сатурн,Уран,Юпитер
2,Действие какой пьесы Шекспира происходит в Эльсиноре?,«Гамлет»,«Ромео и Джульетта»,«Двенадцатая ночь»,«Как вам это понравится»
3,Без какого ингредиента НЕ приготовить национальное польское блюдо бигос?,без капусты,без баклажанов,без сельдерея,без крыжовника
4,Кем друг другу приходились немецкие писатели Генрих и Томас Манны?,родными братьями,двоюродными братьями,однофамильцами,отцом и сыном
5,В каком веке произошло великое объединение Китая в царство Цинь Шихуанди?,III до н. э.,II н. э.,VI до н. э.,XII до н. э.
6,В каком украинском городе находится могила Аркадия Гайдара?,Канев,Золотоноша,Черкассы,Смела
7,"Какой была национальность изобретателя температурной шкалы, привязанной к температуре плавления и кипения воды?",Швед,Немец,Итальянец,Шотландец
8,Кто из этих американских литераторов не был удостоен Нобелевской премии?,Т. Драйзер,Ю. О&#39;Нил,С. Льюис,У. Фолкнер
9,"Какое произведение признано ""лучшей книгой всех времен и народов"" по версии Норвежского Книжного Клуба совместно с Норвежским институтом им. Нобеля?",«Хитроумный идальго Дон Кихот Ламанчский» Сервантеса,«Война и мир» Толстого,«Улисс» Джойса,«Илиада» Гомера
