,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется революционный роман Максима Горького?,"""Мать""","""Как закалялась сталь""","""Чапаев""","""Молодая гвардия"""
1,Назовите фамилию квартирной хозяйки Шерлока Холмса и доктора Ватсона.,Хадсон,Пирсон,Вудсон,Липсон
2,Сколько весит кубометр воды?,Тонну,Пуд,Килограмм,Центнер
3,"Сколько различных растений здесь названо: белладонна, календула лекарственная, красавка обыкновенная, ноготки?",2,3,1,4
4,В каком клубе НБА 10 лет подряд играл баскетболист сборной России Андрей Кириленко?,"""Юта Джаз""","""Бруклин Нетс""","""Миннесота Тимбервулвз""","""Чикаго Буллс"""
5,С чем сравнил баснописец Крылов императрицу Марию Фёдоровну в обращенной к ней басне «Василек»?,Солнце,Гроза,Молния,Звезда
6,Вариант какой письменности сейчас используется в Монголии как основной?,кириллица,иероглифы,латиница,клинопись
7,"В какой части клетки, кроме ядра, может происходить репликация?",Митохондрия,Рибосома,Центриоль,Мембрана
8,Кто был назначен 27 декабря 1725 года первым президентом Российской академии наук?,Лаврентий Блюментрост,Владимир Орлов,Герман Кейзерлинг,Кирилл Разумовский
9,Какой из этих объектов обычно вращается вокруг протозвезды?,Планетезималь,Карликовая планета,Астероид,Планетоид
