,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Остров с каким названием есть в Санкт-Петербурге?,Аптекарский,Клинический,Больничный,Лазаретный
1,Как называется столица Армении?,Ереван,Баку,Тбилиси,Стамбул
2,Какая страна вторглась во Вьетнам в 1950 году?,Франция,Китай,Англия,США
3,"Какие садовые цветы, получившие название «последняя улыбка осени», цветут до первого снега? ",Астры,Безвременник,Шафран,Георгины
4,Где располагалась резиденция рыцарей Круглого стола?,Камелот,Аваллон,Эльсинор,Тинтагиль
5,Кто из перечисленных императоров впервые объединил китайские царства в единую империю?,Цинь Шихуан,Пу И,Хань Гао-цзу,Цяньлун
6,Какой из этих российских придворных чинов был ниже остальных?,Камергер,Шталмейстер,Гофмейстер,Гофмаршал
7,Какое из этих деревьев не состоит в одном семействе с тремя другими?,Клен,Сирень,Ясень,Оливковое
8,Сплав карбида вольфрама и какого металла представляет собой сплав победит?,Кобальт,Палладий,Технеций,Молибден
9,Какая порода домашних кур отличается чёрной кожей и пятипалостью?,Китайская шелковистая,Амрокс,Плимутрок,Феникс
