,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие распродажи бывают?,Гаражные,Подвальные,Чердачные,Сарайные
1,Что такое тирамису?,Десерт,Салат,Суп,Мясо
2,Какая из этих цивилизаций не была завоевана испанцами?,Даки,Майя,Инки,Ацтеки
3,Какой американский самолёт-разведчик был сбит в 1960 году над территорией СССР?,U-2,SR-71,A-12,RB-57
4,Как называлась самая высокая горная вершина на территории СССР?,Пик Коммунизма,Пик Революции,Пик Ленина,Пик Победы
5,Какая из этих богинь была матерью бога Гора?,Исида,Астарта,Деметра,Ирида
6,Какая футбольная сборная впервые стала чемпионом мира после пробития пенальти?,Бразилия,Италия,Аргентина,Германия
7,Кого выбрали «королем поэтов» на поэтическом вечере в Политехническом музее в 1918 году?,И. Северянина,А. Блока,В. Каменского,В. Маяковского
8,"Талисманом какого из университетов США, входящих в «Лигу плюща», является бульдог «Красивый Ден»?",Йельский университет,Дартмутский колледж,Брауновский университет,Пенсильванский университет
9,Какой остров является классическим примером в теории фракталов?,Коха,Жаботинского,Пригожина,Бенера
