,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое название получило марионеточное государство, образованное в 1943 году на оккупированной Германией территории Италии?",Республика Сало,Княжество Спагетти,Королевство Масло,Герцогство Пицца
1,"Кого ласково называли батяней в песне группы ""Любэ""?",Комбата,Комвзвода,Прапорщика,Комбрига
2,"Какую форму имело рыцарское построение ""кабанья голова""?",Клин,Квадрат,Полукруг,Цепь
3,Кого авторы приключенческих романов нарекли рыцарями плаща и кинжала?,Шпионов,Тореадоров,Мушкетеров,Иллюзионистов
4,Какое из этих названий жителей разных городов России - неправильное?,Курчанин,Орловчанин,Ростовчанин,Хабаровчанин
5,Кто из этих президентов независимых государств не был в советские времена 1-м секретарем ЦК КП соответствующей республики?,А. Акаев,С. Ниязов,Н. Назарбаев,Г. Алиев
6,Какое из этих веществ нерастворимо в воде?,Сульфат бария,Нитрат аммония,Ацетат ртути ,Сульфат натрия
7,"Какого композитора называли ""королём танго""?",Оскара Строка,Даниила Покрасса,Матвея Блантера,Дмитрия Покрасса
8,Главы с каким названием нет в романе Джеймса Джойса «Улисс»?,«Каллисто»,«Навсикая»,«Протей»,«Итака»
9,Кто считается создателем французской национальной оперы?,Джованни Баттиста Лулли,Андре Кампра,Марк-Антуан Шарпантье,Робер Камбер
