,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как, согласно русской поговорке, человек может влюбиться?",По уши,По колено,По пояс,По щиколотку
1,Какая из перечисленных планет не имеет естественных спутников?,Венера,Нептун,Земля,Марс
2,"Какая трасса ""Формулы-1"" пересекает саму себя?","""Сузука""","""Монца""","""Спа-Франкоршам""","""Сепанг"""
3,В каком фильме не снимался А. Шварценеггер?,Скорость,Хищник,Стиратель,Терминатор
4,Ближайшими родственниками каких насекомых являются термиты?,Тараканы,Пчелы,Муравьи,Древоточцы
5,Сколько раз Билл Клинтон избирался губернатором штата Арканзас?,5,6,3,4
6,Кто из американских астронавтов первым совершил облет Луны?,Ф.Борман,Т.Стаффорд,Д.Коллинз,Д.Олдрин
7,Откуда родом был великий русский изобретатель-самоучка Иван Петрович Кулибин?,Нижний Новгород,Астрахань,Калуга,Тверь
8,Кто из перечисленных женщин-учёных является лауреатом Нобелевской премии по физике?,Мария Гёпперт-Майер,Ада Йонат,Ирен Жолио-Кюри,Дороти Кроуфут-Ходжкин
9,Что такое батрахомиомахия?,Древнегреческая поэма,Вид единоборства,Растение,Болезнь
