,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каких единицах измеряют силу ветра по шкале Бофорта?,Баллы,Пуазы,Бары,Байты
1,"Кто был главным хранителем сокровищ в книге Толкина ""Хоббит, или Туда и обратно""?",Дракон,Оборотень,Чародей,Тролль
2,"В какой части света находится Берег Скелетов, погубивший сотни кораблей и тысячи людей?",Африка,Азия,Европа,Америка
3,Какая птица помогает гиппопотаму спасаться от мухи цеце?,Цапля,Разиня,Марабу,Попугай
4,"Кто написал музыку к песне ""Подмосковные вечера""?",Соловьев-Седой,Шаинский,Тухманов,Дунаевский
5,В честь какого города назван элемент гафний?,Копенгаген,Осло,Стокгольм,Амстердам
6,"Кто был автором культовой песни ""Время колокольчиков""?",А. Башлачев,Б. Гребенщиков,Я. Дягилева,К. Кинчев
7,"Кто из перечисленных футболистов не подписал «Письмо четырнадцати», которое привело к распаду российской сборной и провалу на чемпионате мира 1994 года?",Дмитрий Радченко,Сергей Юран,Юрий Никифоров,Виктор Онопко
8,У какого режиссера Вячеслав Тихонов сыграл в кино чеховского героя?,Сергей Соловьев,Иосиф Хейфиц,Никита Михалков,Сергей Бондарчук
9,"Жанр какого из своих произведений Юрий Коваль определил как ""пергамент""?","""Суер-Выер""","""Недопёсок""","""Куклакэт""","""Шамайка"""
