,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В названии какого из этих фильмов или произведений упоминается не собака, а другое животное?",«...которая гуляла сама по себе»,«...Баскервилей»,«Четыре танкиста и...»,"«Трое в лодке, не считая...""»"
1,Кем по национальности была великая Мария Кюри?,Полячка,Француженка,Шведка,Итальянка
2,"Что, если верить только названию, предназначено для путешествий?",саквояж,чемодан,рюкзак,баул
3,Какое из этих слов обозначает надстройку над средней частью жилого дома?,Мезонин,Мансарда,Эркер,Фронтон
4,Какое официальное лицо является главой государства ФРГ?,Федеральный президент,Федеральный канцлер,Премьер-министр,Председатель
5,Кого зоологи не называют королевским?,оленя,грифа,пингвина,кобру
6,Кто в 2004 году исполнил официальную песню греческой Олимпиады?,Бьорк,Селин Дион,Мадонна,Тина Тёрнер
7,"Столица какого государства названа в честь британского полководца, победителя при Ватерлоо, премьер-министра Великобритании?",Новая Зеландия,Ямайка,Габон,Индия
8,За победу в каком регбийном турнире команде вручается кубок Уильяма Вебба Эллиса?,Чемпионат мира,Кубок шести наций,Чемпионат регби,Кубок Федераций
9,"К чему призвал в своей первой речи в парламенте Воган Филиппс, 2-й барон Милфорд, единственный коммунист в палате лордов?",Отменить титулы и палату лордов,Выйти из состава ЕЭС,Ликвидировать монархию в Великобритании,Объявить войну СССР
