,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют мужчину, живущего на содержании у женщины?",Альфонс,Адюльтер,Альтруист,Адъютант
1,На каком континенте первым путешественникам из Европы не встретились аборигены?,Антарктида,Африка,Северная Америка,Австралия
2,В какое время жил и творил Уильям Шекспир?,XVI-XVII вв.,XI-XII вв.,XVIII в.,XV в.
3,Что по-украински означает слово «шлунок»?,Желудок,Скворец,Шлем,Перо
4,"Что из этого, по мнению Маяковского, может сжечь ""окурок этот...""?",Завод,Фабрика,Шахта ,Рудник
5,"Как астрономы называют гипотетический физический объект Вселенной, в область которого ничто не может войти?",Белая дыра,Великий Аттрактор,Гиперновая,Серая дыра
6,"Какая работа Пушкина побудила Жуковского написать ""Победителю-ученику от побежденного учителя""?","""Руслан и Людмила""","""Борис Годунов""","""Медный всадник""","""Евгений Онегин"""
7,Как закончил свою жизнь король Франции Генрих IV?,Заколот ножом в своей карете,Ранен копьем в рыцарском турнире,Скончался от воспаления легких,Задушен подушкой
8,Какой чин давал право на потомственное дворянство до 1845 г.?,Коллежский асессор,Коллежский советник,Статский советник,Надворный советник
9,Какая исландская сага послужила Толкину одним из источников при создании «Властелина колец»?,Сага о Хервёр и Хейдреке,Сага о Гренландцах,Сага об Эймунде,Сага о Тидреке Бернском
