,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая фамилия была у водителя автомобиля «Антилопа Гну» из романа Ильфа и Петрова «Золотой телёнок»?,Козлевич,Овцов,Баранович,Лошадкин
1,Антон Чехов называл литературу своей «любовницей». А как он называл медицину?,Законной женой,Кормилицей,Верной подругой,Музой
2,"Какой из этих городов является центром единственного в России региона, где выращивается чай?",Краснодар,Астрахань,Махачкала,Волгоград
3,На каком поле стоит в начале шахматной партии белый ферзь?,d1,f1,g1,e1
4,Какая страна в Южной Америке занимает третье место по площади?,Перу,Колумбия,Аргентина,Венесуэла
5,"Как называлась испанская золотая монета, имевшая хождение в 17 в. почти во всей Европе?",Пистоль,Пиастр,Цехин,Дукат
6,Какое из этих млекопитающих откладывает яйца?,Ехидна,Бандикут,Ламантин,Муравьед
7,Когда во время ВОВ в Москве было введено осадное положение?,20 октября,19 ноября,15 октября,30 ноября
8,Какой черепномозговой нерв участвует в работе системы пищеварения?,Блуждающий,Добавочный,Отводящий,Тройничный
9,Биография какого полководца легла в основу собирательного образа маршала Градова в романе Василия Аксёнова «Московская сага»?,К. К. Рокоссовского,К. А. Мерецкова,А. М. Василевского,И. С. Конева
